REMUNERACAO_APOS_DEDUCOES_OBRIGATORIAS,count
"11090,95",2
"11695,48",2
"112139,50",2
"8120,09",2
"17130,29",2
"5239,60",2
"10897,77",2
"10877,57",2
"24309,53",2
"11035,45",2
"14744,67",2
"16826,95",2
"4082,27",2
"48790,14",2
"17134,14",2
"14332,17",2
"5689,60",2
"7895,11",2
"9267,30",2
"4885,99",2
"6552,43",2
"7031,88",2
"13638,40",2
"22518,63",2
"15613,45",2
"11843,12",2
"15127,45",2
"6826,50",2
"3939,49",2
"15130,87",2
"5801,18",2
"23598,12",2
"9068,46",2
"14627,66",2
"20593,92",2
"6420,59",2
"3406,93",2
"9287,62",2
"4919,12",2
"3030,12",2
"21338,90",2
"17499,98",2
"4638,01",2
"11026,21",2
"15824,84",2
"10951,43",2
"5683,24",2
"10509,50",2
"17398,36",2
"12086,74",2
"5662,08",2
"16849,36",2
"8637,56",2
"17874,45",2
"9288,96",2
"9398,94",2
"10439,72",2
"14315,90",2
"4602,47",2
"10829,02",2
"10625,30",2
"6513,92",2
"15761,83",2
"7364,00",2
"11434,21",2
"7423,58",2
"5143,11",2
"3424,90",2
"14853,80",2
"14974,00",2
"9341,58",2
"26139,45",2
"4083,87",2
"26120,48",2
"5754,94",2
"7742,51",2
"19890,93",2
"2485,01",2
"7690,37",2
"7552,90",2
"32235,13",2
"8125,55",2
"9882,04",2
"4610,55",2
"4298,44",2
"17930,60",2
"9057,44",2
"7337,40",2
"3427,44",2
"10227,44",2
"25367,78",2
"38833,04",2
"6426,05",2
"9299,55",2
"13332,39",2
"4405,05",2
"12175,38",2
"8271,32",2
"9845,63",2
"6322,26",2
"11165,49",2
"4056,10",2
"14578,42",2
"758,63",2
"5068,11",2
"11259,30",2
"3743,71",2
"10758,17",2
"14521,15",2
"3755,30",2
"12610,96",2
"6361,05",2
"10558,37",2
"4117,63",2
"10301,08",2
"16546,20",2
"16137,03",2
"11701,36",2
"21869,51",2
"14182,48",2
"11706,26",2
"6539,43",2
"12480,93",2
"6359,27",2
"15179,58",2
"4795,04",2
"4120,29",2
"5613,20",2
"5105,97",2
"18862,81",2
"19458,14",2
"10916,99",2
"3215,37",2
"5189,11",2
"5219,88",2
"10322,86",2
"5648,66",2
"5010,47",2
"9614,27",2
"15719,45",2
"16420,18",2
"10864,31",2
"4973,75",2
"21741,91",2
"14445,53",2
"5086,83",2
"12177,61",2
"6404,17",2
"7638,77",2
"5231,15",2
"13416,95",2
"11628,32",2
"7118,15",2
"2964,62",2
"16258,92",2
"4838,03",2
"6497,57",2
"5114,50",2
"6901,62",2
"18954,76",2
"3857,51",2
"450,39",2
"17442,85",2
"8626,77",2
"11269,71",2
"8170,07",2
"4105,56",2
"5103,43",2
"6289,65",2
"15476,22",2
"16859,28",2
"8517,71",2
"4859,99",2
"3993,76",2
"14259,00",2
"2472,55",2
"11304,31",2
"8068,40",2
"14152,48",2
"4754,93",2
"6624,32",2
"17966,50",2
"3131,77",2
"16563,84",2
"20863,09",2
"13621,58",2
"6647,95",2
"18029,51",2
"6869,39",2
"8053,74",2
"5259,50",2
"12179,77",2
"5586,94",2
"23869,59",2
"7738,86",2
"15598,20",2
"12062,11",2
"10895,49",2
"18737,11",2
"7839,78",2
"12288,68",2
"7250,93",2
"5528,12",2
"7855,87",2
"15075,31",2
"4319,65",2
"5758,93",2
"5798,96",2
"5712,49",2
"7700,07",2
"8991,04",2
"6800,99",2
"3278,49",2
"11702,25",2
"4460,25",2
"15041,83",2
"6978,94",2
"20003,62",2
"1962,90",2
"3769,05",2
"8370,20",2
"11542,91",2
"28326,40",2
"11840,70",2
"25272,60",2
"5112,76",2
"9401,96",2
"11789,13",2
"12301,53",2
"11268,26",2
"5120,52",2
"5074,11",2
"17170,44",2
"13510,89",2
"4314,15",2
"6287,12",2
"4550,49",2
"16758,85",2
"13012,94",2
"5745,82",2
"16321,34",2
"7420,09",2
"2528,15",2
"3143,64",2
"15785,55",2
"3227,86",2
"15963,09",2
"14612,83",2
"6499,71",2
"10099,44",2
"5319,13",2
"57075,71",2
"4755,48",2
"5296,35",2
"5092,68",2
"5324,06",2
"13267,64",2
"40516,83",2
"12517,76",2
"3950,83",2
"10679,10",2
"6876,23",2
"4271,75",2
"7481,08",2
"10760,58",2
"4680,88",2
"6509,69",2
"10882,76",2
"4734,78",2
"15027,26",2
"14462,00",2
"5889,88",2
"6554,61",2
"6042,95",2
"18402,67",2
"13530,96",2
"17648,07",2
"4740,72",2
"10123,76",2
"10444,70",2
"2782,14",2
"9955,10",2
"15881,08",2
"19125,75",2
"8610,78",2
"8670,25",2
"7104,09",2
"2306,10",2
"5460,85",2
"9455,07",2
"4154,49",2
"2839,40",2
"6689,08",2
"14143,74",2
"9662,76",2
"5969,50",2
"10423,69",2
"109038,46",2
"9417,55",2
"6095,91",2
"7041,00",2
"7943,29",2
"2626,77",2
"8663,61",2
"4220,96",2
"4088,13",2
"8294,33",2
"7450,26",2
"6089,69",2
"25115,44",2
"9303,54",2
"10366,44",2
"10457,75",2
"178111,82",2
"25451,69",2
"11858,44",2
"4582,34",2
"17704,12",2
"5802,58",2
"6529,95",2
"5630,40",2
"14539,61",2
"58158,12",2
"14694,00",2
"11345,15",2
"9804,30",2
"4066,78",2
"8239,58",2
"7638,24",2
"6336,76",2
"17624,74",2
"13905,64",2
"5253,05",2
"11650,45",2
"4996,93",2
"13510,36",2
"5398,66",2
"12041,84",2
"5366,85",2
"9047,07",2
"7342,48",2
"5086,88",2
"19134,03",2
"4931,81",2
"6530,78",2
"19324,74",2
"3752,54",2
"5071,82",2
"32714,54",2
"25778,27",2
"20716,40",2
"4722,86",2
"4461,03",2
"4753,44",2
"16923,68",2
"5098,97",2
"5833,42",2
"5185,50",2
"3857,35",2
"4265,34",2
"5061,50",2
"3844,30",2
"9124,60",2
"4387,53",2
"11393,56",2
"16135,27",2
"8369,49",2
"11236,39",2
"7789,13",2
"17756,92",2
"7581,26",2
"4475,62",2
"3633,83",2
"4974,34",2
"8244,81",2
"5086,75",2
"5075,34",2
"6832,38",2
"6109,94",2
"4091,30",2
"17346,23",2
"8055,91",2
"3893,28",2
"9029,95",2
"5099,12",2
"17313,54",2
"7909,66",2
"15279,56",2
"14658,88",2
"5892,07",2
"1260,37",2
"3406,47",2
"18988,47",2
"6816,00",2
"4525,88",2
"14878,73",2
"21880,77",2
"10218,78",2
"15435,83",2
"19113,63",2
"6387,82",2
"36953,51",2
"3882,76",2
"13955,81",2
"7981,05",2
"5635,92",2
"16478,18",2
"4911,38",2
"10012,42",2
"17474,96",2
"18251,74",2
"8751,01",2
"11100,02",2
"4837,51",2
"4348,37",2
"15707,19",2
"14393,40",2
"5586,88",2
"6117,47",2
"10479,48",2
"5311,90",2
"10891,46",2
"10863,33",2
"5262,63",2
"19389,29",2
"3997,74",2
"12708,13",2
"10597,80",2
"5651,78",2
"6283,60",2
"1882,00",2
"11868,80",2
"4969,30",2
"9316,70",2
"24814,32",2
"7114,01",2
"5211,16",2
"4250,01",2
"32596,43",2
"19858,51",2
"11422,70",2
"11555,59",2
"4261,04",2
"7337,71",2
"4620,07",2
"4599,09",2
"6412,48",2
"4074,64",2
"14258,44",2
"10218,58",2
"4925,16",2
"13759,97",2
"14204,86",2
"8713,32",2
"3684,87",2
"16194,28",2
"11262,62",2
"11370,78",2
"17253,60",2
"7571,89",2
"8628,56",2
"5548,53",2
"3285,30",2
"5473,58",2
"4793,91",2
"10786,08",2
"10447,68",2
"14960,07",2
"7968,04",2
"6094,53",2
"3915,17",2
"11014,48",2
"4746,90",2
"10213,26",2
"18651,41",2
"18260,47",2
"16231,55",2
"11031,40",2
"16129,01",2
"13221,14",2
"12394,86",2
"23422,53",2
"16967,51",2
"8829,01",2
"14106,16",2
"18495,06",2
"14525,21",2
"14865,83",2
"14941,59",2
"8442,52",2
"10493,72",2
"10873,49",2
"18707,87",2
"5008,26",2
"23778,98",2
"31418,39",2
"19781,71",2
"4206,72",2
"4917,16",2
"15869,66",2
"15122,61",2
"22586,79",2
"11194,59",2
"5002,80",2
"3967,51",2
"3536,56",2
"15807,91",2
"3591,47",2
"5100,97",2
"4164,46",2
"17231,84",2
"10999,18",2
"18283,40",2
"3885,38",2
"15713,55",2
"10662,60",2
"15011,67",2
"45740,37",2
"6617,00",2
"6554,79",2
"4262,43",2
"14024,01",2
"4258,17",2
"8444,55",2
"3962,60",2
"5361,61",2
"15566,75",2
"20457,05",2
"4505,87",2
"15073,33",2
"9247,09",2
"4399,63",2
"11641,27",2
"10891,26",2
"11301,28",2
"21089,84",2
"22560,92",2
"4333,49",2
"20197,85",2
"6270,55",2
"23860,68",2
"3342,55",2
"5869,47",2
"4292,33",2
"10771,29",2
"7543,53",2
"12043,48",2
"14317,10",2
"3324,03",2
"14527,21",2
"8427,84",2
"12633,21",2
"17193,31",2
"11551,43",2
"5448,00",2
"20357,59",2
"15662,73",2
"8416,75",2
"2721,22",2
"20581,81",2
"5025,68",2
"6731,53",2
"11075,18",2
"3738,29",2
"14387,34",2
"5019,89",2
"9478,98",2
"13840,42",2
"5051,35",2
"6952,04",2
"7930,81",2
"10642,88",2
"4089,33",2
"4459,42",2
"7654,67",2
"6460,38",2
"8485,96",2
"4400,57",2
"10509,54",2
"16281,59",2
"3029,55",2
"4651,00",2
"8228,58",2
"3433,34",2
"10139,50",2
"24440,88",2
"7124,13",2
"7871,14",2
"11337,87",2
"5168,93",2
"4183,19",2
"8305,13",2
"7401,39",2
"8799,65",2
"6440,13",2
"16096,98",2
"6268,30",2
"7371,03",2
"4007,96",2
"11763,92",2
"13913,67",2
"3350,31",2
"17283,26",2
"4528,88",2
"8121,19",2
"21678,30",2
"16062,48",2
"10267,07",2
"15877,26",2
"4978,88",2
"8821,72",2
"15516,23",2
"16608,94",2
"4303,96",2
"8371,95",2
"12284,78",2
"4674,91",2
"38582,92",2
"2239,39",2
"3374,76",1
"13854,52",1
"8763,41",1
"5548,04",1
"4512,02",1
"6713,79",1
"3210,95",1
"3749,83",1
"4752,50",1
"6375,93",1
"4131,49",1
"6459,09",1
"4339,14",1
"19884,76",1
"23054,59",1
"5504,93",1
"7990,54",1
"8134,19",1
"13955,07",1
"4102,07",1
"10650,62",1
"5359,70",1
"4931,14",1
"21169,32",1
"17608,75",1
"13266,92",1
"17750,37",1
"9907,78",1
"16125,14",1
"11027,78",1
"4719,07",1
"7651,44",1
"99306,89",1
"16193,74",1
"17815,92",1
"5950,41",1
"5068,00",1
"3858,51",1
"5731,05",1
"2965,99",1
"8104,19",1
"6983,39",1
"8927,58",1
"11827,13",1
"13637,03",1
"4302,89",1
"8440,26",1
"5158,10",1
"3446,14",1
"4732,01",1
"8537,46",1
"8495,49",1
"5352,64",1
"3912,11",1
"9410,86",1
"6345,86",1
"10098,93",1
"15870,21",1
"10917,10",1
"26039,86",1
"7916,89",1
"5207,76",1
"5661,97",1
"8104,76",1
"9287,53",1
"5881,83",1
"7501,71",1
"7888,48",1
"6879,11",1
"5893,45",1
"17297,37",1
"4097,94",1
"9797,87",1
"7811,08",1
"11039,10",1
"3362,40",1
"4944,78",1
"7471,41",1
"4981,51",1
"10108,21",1
"13929,35",1
"6243,78",1
"5446,12",1
"7636,65",1
"5432,23",1
"6024,07",1
"10491,61",1
"8395,16",1
"16201,82",1
"3426,07",1
"4630,59",1
"6902,82",1
"4071,65",1
"4254,92",1
"7836,09",1
"5022,70",1
"2879,58",1
"12216,97",1
"4954,32",1
"15397,23",1
"17661,41",1
"4671,09",1
"15676,46",1
"9468,71",1
"7645,72",1
"16273,53",1
"7393,82",1
"10044,28",1
"13426,27",1
"18007,82",1
"9305,27",1
"4484,43",1
"4593,77",1
"19917,47",1
"7927,47",1
"6135,05",1
"6958,74",1
"6076,43",1
"3449,27",1
"17748,01",1
"9888,29",1
"4370,76",1
"11855,01",1
"6944,82",1
"5603,62",1
"10530,38",1
"4160,00",1
"3873,22",1
"6191,42",1
"13304,08",1
"11028,09",1
"9271,49",1
"10131,59",1
"4049,06",1
"10885,76",1
"5140,82",1
"5679,55",1
"5525,53",1
"8313,22",1
"4204,08",1
"14364,83",1
"6672,96",1
"3053,59",1
"10129,77",1
"5241,13",1
"32266,04",1
"8460,48",1
"3616,10",1
"15405,75",1
"3855,60",1
"843,71",1
"5235,47",1
"5361,09",1
"3833,50",1
"16107,35",1
"3827,90",1
"10102,96",1
"6170,51",1
"5531,66",1
"98,24",1
"3963,82",1
"5083,69",1
"79324,59",1
"7877,78",1
"4700,57",1
"5273,37",1
"3225,14",1
"-1417,56",1
"3506,17",1
"11113,30",1
"8654,61",1
"4954,14",1
"8905,24",1
"10133,93",1
"2162,47",1
"10057,37",1
"4308,94",1
"17798,99",1
"4530,29",1
"8060,16",1
"3501,50",1
"6168,01",1
"9591,92",1
"6582,15",1
"6467,00",1
"4914,96",1
"8374,18",1
"33724,32",1
"6383,95",1
"19014,90",1
"6903,34",1
"6394,35",1
"13230,06",1
"8066,40",1
"10591,79",1
"13878,47",1
"5726,20",1
"11921,44",1
"17008,41",1
"4018,70",1
"14914,67",1
"3457,58",1
"15015,26",1
"5333,58",1
"8023,61",1
"10545,96",1
"6278,49",1
"5016,73",1
"8877,34",1
"7956,28",1
"5054,99",1
"9471,38",1
"14719,50",1
"3698,09",1
"4131,52",1
"2575,87",1
"13428,71",1
"11987,35",1
"18681,18",1
"3789,04",1
"13736,15",1
"3219,06",1
"22168,72",1
"8663,62",1
"23497,10",1
"8110,42",1
"7102,34",1
"13815,74",1
"3860,41",1
"3184,25",1
"10470,52",1
"3996,67",1
"5188,02",1
"6071,61",1
"19023,04",1
"16425,74",1
"12353,67",1
"5543,23",1
"13371,91",1
"3914,87",1
"16413,98",1
"9742,07",1
"121856,46",1
"3070,22",1
"4230,68",1
"4469,89",1
"4498,57",1
"15584,93",1
"3375,18",1
"2655,00",1
"7828,80",1
"14385,95",1
"9900,96",1
"5369,78",1
"16395,22",1
"5736,00",1
"6364,68",1
"13355,81",1
"4443,49",1
"4498,78",1
"5055,45",1
"8001,47",1
"11804,20",1
"3100,57",1
"16370,29",1
"20186,76",1
"4147,41",1
"5963,15",1
"5814,35",1
"17663,59",1
"3154,52",1
"10673,82",1
"16805,75",1
"10771,80",1
"6877,28",1
"5603,88",1
"12892,89",1
"6484,53",1
"3248,72",1
"6671,14",1
"5558,99",1
"3803,35",1
"8351,48",1
"7919,16",1
"5648,80",1
"4408,98",1
"9235,37",1
"11124,74",1
"7120,33",1
"5762,21",1
"5877,26",1
"4935,44",1
"17675,99",1
"10837,28",1
"3829,83",1
"9262,61",1
"3997,38",1
"3514,36",1
"8505,31",1
"3176,37",1
"7093,64",1
"4230,23",1
"6737,47",1
"4375,47",1
"7398,05",1
"4702,69",1
"6042,08",1
"3526,56",1
"16966,73",1
"6066,59",1
"8200,76",1
"8014,18",1
"1447,47",1
"7263,12",1
"3753,77",1
"2739,45",1
"4724,78",1
"13810,62",1
"14049,47",1
"7792,93",1
"6516,07",1
"9076,90",1
"7952,08",1
"6449,76",1
"54529,51",1
"6715,12",1
"3767,15",1
"3569,22",1
"3865,80",1
"16550,05",1
"26351,16",1
"7928,08",1
"4738,40",1
"7995,54",1
"5561,01",1
"4730,04",1
"20057,69",1
"46774,47",1
"14986,03",1
"9620,79",1
"5160,23",1
"25090,99",1
"5967,43",1
"4445,61",1
"8577,79",1
"3540,63",1
"17028,52",1
"4467,54",1
"8317,97",1
"3693,98",1
"9931,65",1
"14541,86",1
"5100,58",1
"27828,42",1
"7736,19",1
"5330,66",1
"6579,18",1
"17171,99",1
"4665,95",1
"6342,19",1
"11385,41",1
"5250,78",1
"17841,30",1
"7998,29",1
"4841,31",1
"4394,43",1
"5701,74",1
"10394,39",1
"15404,26",1
"4982,08",1
"17430,18",1
"3703,08",1
"4990,51",1
"5676,83",1
"4032,85",1
"4271,69",1
"10577,41",1
"7987,76",1
"3981,33",1
"11050,15",1
"15061,22",1
"7632,32",1
"12212,31",1
"5759,43",1
"5001,14",1
"2086,05",1
"2746,29",1
"8689,70",1
"10959,36",1
"11816,78",1
"6006,43",1
"10323,50",1
"7207,72",1
"4547,78",1
"30155,54",1
"14416,69",1
"4467,59",1
"7382,20",1
"4728,60",1
"3888,93",1
"4491,84",1
"26668,93",1
"11447,91",1
"4764,75",1
"8009,87",1
"7902,99",1
"7003,17",1
"5457,14",1
"6307,64",1
"8994,91",1
"7693,21",1
"5193,62",1
"4217,85",1
"11894,59",1
"5829,45",1
"2888,46",1
"7300,14",1
"21501,94",1
"18938,83",1
"4778,08",1
"12879,82",1
"10320,60",1
"6243,77",1
"2338,50",1
"4434,21",1
"30130,75",1
"5641,98",1
"9508,39",1
"22446,66",1
"2822,50",1
"15329,28",1
"4491,57",1
"14130,97",1
"28968,39",1
"8929,32",1
"8792,54",1
"6035,57",1
"23218,78",1
"15288,45",1
"21393,54",1
"7121,79",1
"10529,09",1
"7776,11",1
"3971,37",1
"6045,02",1
"11005,19",1
"1325,69",1
"12992,14",1
"4319,43",1
"3319,15",1
"11685,73",1
"7722,28",1
"2727,24",1
"13761,39",1
"6181,78",1
"4644,28",1
"23442,86",1
"5294,22",1
"5791,27",1
"10297,51",1
"7640,41",1
"5005,07",1
"12780,86",1
"13951,64",1
"10032,11",1
"4775,41",1
"10245,08",1
"3836,39",1
"6606,75",1
"9327,51",1
"5136,53",1
"8283,70",1
"16931,88",1
"15143,33",1
"11003,32",1
"13230,89",1
"5983,97",1
"6980,89",1
"4393,99",1
"3788,13",1
"6109,44",1
"6733,36",1
"10251,69",1
"14902,98",1
"9515,47",1
"2812,22",1
"20987,21",1
"15062,25",1
"10557,25",1
"3984,48",1
"4981,77",1
"4481,59",1
"13952,12",1
"8397,52",1
"11868,94",1
"10971,77",1
"3501,84",1
"68999,43",1
"6234,22",1
"7508,31",1
"4846,31",1
"14758,91",1
"33783,79",1
"6826,85",1
"6502,27",1
"48286,89",1
"11544,06",1
"70179,69",1
"5639,99",1
"6779,98",1
"7804,34",1
"4062,57",1
"6585,86",1
"8876,10",1
"6152,75",1
"7483,96",1
"5434,09",1
"6187,62",1
"11973,90",1
"7342,41",1
"4970,93",1
"7419,13",1
"7129,75",1
"14311,14",1
"9057,91",1
"9302,65",1
"8088,93",1
"7965,51",1
"4086,10",1
"7376,45",1
"13450,63",1
"8612,87",1
"4184,52",1
"4598,53",1
"9410,16",1
"10386,20",1
"7513,96",1
"5989,96",1
"6719,26",1
"36785,15",1
"4232,17",1
"4809,38",1
"3699,68",1
"3527,45",1
"3600,92",1
"6420,67",1
"10199,19",1
"3240,87",1
"4907,41",1
"6692,71",1
"12882,75",1
"6541,38",1
"3967,90",1
"9997,54",1
"12849,51",1
"8220,14",1
"4313,51",1
"5164,96",1
"29002,45",1
"19403,18",1
"4644,20",1
"7923,15",1
"3919,41",1
"8955,66",1
"5019,77",1
"4490,56",1
"10505,43",1
"5503,23",1
"11540,64",1
"9719,21",1
"5312,13",1
"10505,54",1
"12556,14",1
"11356,36",1
"4296,94",1
"8454,17",1
"4036,21",1
"24991,35",1
"15299,91",1
"3352,69",1
"3433,57",1
"5120,46",1
"10622,66",1
"4695,80",1
"13939,15",1
"11627,76",1
"9879,27",1
"21232,80",1
"4894,45",1
"5452,74",1
"5080,05",1
"12387,58",1
"2851,01",1
"5719,97",1
"7152,04",1
"11849,14",1
"21185,38",1
"6401,64",1
"11580,55",1
"4952,90",1
"11023,23",1
"11012,38",1
"16746,09",1
"16423,77",1
"11349,08",1
"19170,10",1
"7482,04",1
"13630,62",1
"2662,47",1
"3822,34",1
"13264,23",1
"10616,65",1
"3825,17",1
"5782,45",1
"12377,13",1
"4173,22",1
"5771,77",1
"10576,80",1
"27,60",1
"9913,54",1
"6626,45",1
"4780,74",1
"7971,74",1
"4589,57",1
"10131,48",1
"7131,55",1
"11445,70",1
"4131,41",1
"3854,47",1
"18100,83",1
"4351,96",1
"11613,03",1
"5551,78",1
"3772,52",1
"11690,63",1
"7391,42",1
"11613,35",1
"9086,91",1
"3138,08",1
"15213,78",1
"5838,80",1
"8496,37",1
"4015,68",1
"27254,98",1
"7697,50",1
"4044,79",1
"62377,81",1
"7131,01",1
"5164,08",1
"11410,72",1
"6698,52",1
"6948,56",1
"4938,67",1
"13531,07",1
"242253,71",1
"7459,96",1
"4773,29",1
"7399,56",1
"4789,38",1
"4906,73",1
"8196,81",1
"94076,69",1
"11796,77",1
"6544,52",1
"5405,00",1
"4234,92",1
"14532,24",1
"9143,50",1
"9014,78",1
"5176,62",1
"6781,18",1
"16689,56",1
"14739,45",1
"16396,90",1
"4704,60",1
