REMUNERACAO_APOS_DEDUCOES_OBRIGATORIAS,count
"4099,47",1
"11190,51",1
"4054,58",1
"20542,49",1
"5054,96",1
"5177,54",1
"8023,14",1
"4337,01",1
"6812,90",1
"6694,32",1
"4555,99",1
"4704,35",1
"199,30",1
"1789,00",1
"3032,66",1
"9379,96",1
"4710,76",1
"19360,31",1
"5677,93",1
"4085,89",1
"3334,42",1
"5018,47",1
"4441,55",1
"14772,11",1
"4765,01",1
"15228,27",1
"4067,32",1
"10508,14",1
"5745,60",1
"6451,90",1
"8100,11",1
"3016,34",1
"4309,71",1
"15598,67",1
"4704,31",1
"5061,32",1
"5083,22",1
"20704,48",1
"3926,88",1
"6099,55",1
"9231,14",1
"5462,47",1
"8411,04",1
"10927,46",1
"3263,67",1
"5676,42",1
"12872,29",1
"18111,94",1
"11469,10",1
"5324,47",1
"7903,18",1
"4787,56",1
"4351,86",1
"8069,45",1
"5630,54",1
"6701,33",1
"8958,49",1
"4864,94",1
"8035,46",1
"4563,90",1
"17018,72",1
"4726,64",1
"15999,27",1
"30015,09",1
"6275,72",1
"14493,40",1
"5938,64",1
"4727,02",1
"9563,73",1
"15696,85",1
"4854,20",1
"4941,18",1
"15362,92",1
"8628,04",1
"15697,09",1
"16246,82",1
"10044,98",1
"8408,34",1
"7191,48",1
"5432,65",1
"4672,79",1
"4740,50",1
"9884,23",1
"7977,65",1
"4034,75",1
"3667,83",1
"26292,67",1
"5545,96",1
"6271,14",1
"3221,40",1
"3617,25",1
"8623,38",1
"10964,93",1
"2480,61",1
"8724,68",1
"6558,16",1
"4819,73",1
"5940,00",1
"11087,59",1
"24513,41",1
"4667,20",1
"5871,30",1
"6783,03",1
"2687,71",1
"26838,57",1
"8746,17",1
"4946,56",1
"5689,76",1
"7707,82",1
"6870,73",1
"3161,90",1
"8772,26",1
"15425,56",1
"9549,89",1
"4459,51",1
"11840,06",1
"3097,20",1
"5800,22",1
"5527,77",1
"7893,93",1
"4457,39",1
"11475,83",1
"70593,87",1
"5249,38",1
"16657,48",1
"23568,05",1
"2214,94",1
"9913,74",1
"12419,74",1
"9690,34",1
"9720,24",1
"3891,33",1
"4177,44",1
"6219,44",1
"11005,39",1
"5354,28",1
"5644,62",1
"15413,85",1
"10561,93",1
"6923,86",1
"7479,51",1
"6919,47",1
"12382,52",1
"22044,69",1
"6453,78",1
"4441,31",1
"5021,82",1
"3861,31",1
"10044,16",1
"4320,32",1
"4219,81",1
"11080,65",1
"5328,54",1
"5371,05",1
"6608,04",1
"3153,23",1
"4735,87",1
"184284,88",1
"8345,84",1
"52813,35",1
"12555,65",1
"5483,07",1
"7891,87",1
"42102,84",1
"4718,33",1
"8024,84",1
"4153,23",1
"10894,55",1
"7625,78",1
"15585,53",1
"9084,86",1
"10543,95",1
"11035,99",1
"4471,78",1
"3172,40",1
"10280,93",1
"6306,78",1
"20857,55",1
"3908,97",1
"6077,04",1
"8494,66",1
"7264,57",1
"4799,02",1
"12767,47",1
"11045,40",1
"8323,03",1
"11485,09",1
"8006,67",1
"19969,88",1
"2263,63",1
"4175,93",1
"3770,71",1
"4007,39",1
"4161,36",1
"3491,31",1
"3480,21",1
"7262,45",1
"3258,08",1
"4571,65",1
"14847,27",1
"8662,77",1
"5293,99",1
"2782,26",1
"3420,30",1
"18006,65",1
"7929,43",1
"4218,15",1
"3897,83",1
"6673,43",1
"5126,25",1
"4036,43",1
"10270,71",1
"2940,24",1
"3765,19",1
"15927,57",1
"18381,58",1
"18431,48",1
"12068,44",1
"10948,68",1
"9303,88",1
"4425,84",1
"4417,17",1
"119851,32",1
"6826,72",1
"4195,35",1
"4260,83",1
"15004,40",1
"4808,67",1
"7640,69",1
"6656,23",1
"7917,94",1
"15415,06",1
"124396,72",1
"4029,48",1
"2982,19",1
"11578,66",1
"10347,58",1
"3973,18",1
"20590,99",1
"20416,75",1
"5663,37",1
"6146,50",1
"5097,06",1
"15352,05",1
"31804,47",1
"10455,84",1
"5349,81",1
"7633,66",1
"7782,50",1
"5296,91",1
"20366,84",1
"4209,43",1
"13400,79",1
"17428,41",1
"10339,34",1
"5569,34",1
"14272,68",1
"3014,96",1
"7717,99",1
"5208,97",1
"3804,70",1
"3519,67",1
"4163,29",1
"3683,23",1
"4020,77",1
"25145,33",1
"5310,70",1
"3366,79",1
"17419,89",1
"5328,87",1
"5053,26",1
"4957,32",1
"10050,44",1
"4572,43",1
"13959,43",1
"20348,87",1
"12493,08",1
"14323,02",1
"5907,02",1
"13729,30",1
"19611,49",1
"4546,00",1
"18290,59",1
"6447,76",1
"7291,25",1
"3748,08",1
"4478,61",1
"8479,06",1
"4768,89",1
"13284,79",1
"10535,13",1
"8046,36",1
"9520,12",1
"4835,88",1
"9502,59",1
"8680,96",1
"9031,85",1
"5677,18",1
"14959,24",1
"11419,05",1
"5270,63",1
"7523,44",1
"6460,57",1
"5643,59",1
"13704,34",1
"4858,25",1
"5049,27",1
"6280,19",1
"7696,42",1
"4068,41",1
"11079,04",1
"7147,00",1
"13342,16",1
"16067,16",1
"8789,46",1
"6923,57",1
"8478,00",1
"5190,57",1
"11280,37",1
"5110,27",1
"7082,95",1
"14602,03",1
"4511,63",1
"8851,82",1
"10128,39",1
"8069,71",1
"14668,96",1
"14796,23",1
"17412,53",1
"4018,72",1
"12640,69",1
"5710,83",1
"7195,10",1
"8901,56",1
"4192,07",1
"3965,72",1
"5641,29",1
"17180,55",1
"20507,17",1
"3488,18",1
"11223,71",1
"12733,70",1
"10601,15",1
"17572,61",1
"4141,03",1
"17245,65",1
"5276,41",1
"5499,65",1
"7820,05",1
"6446,95",1
"15629,57",1
"11035,48",1
"9490,20",1
"7125,46",1
"5445,61",1
"9108,20",1
"3974,45",1
"10494,95",1
"14936,29",1
"4215,25",1
"9026,69",1
"5803,72",1
"8396,67",1
"4617,80",1
"10061,44",1
"6059,36",1
"3458,69",1
"3532,22",1
"9716,76",1
"3988,71",1
"4960,19",1
"7913,04",1
"10947,99",1
"6258,21",1
"10077,60",1
"3716,84",1
"11068,58",1
"6069,35",1
"10109,50",1
"4693,73",1
"6749,82",1
"5882,33",1
"4377,48",1
"6805,79",1
"13471,47",1
"11365,57",1
"11313,43",1
"8869,69",1
"4290,31",1
"5172,24",1
"8598,70",1
"10100,46",1
"7913,36",1
"3028,53",1
"18784,23",1
"15945,57",1
"8499,13",1
"18594,64",1
"10761,72",1
"3775,13",1
"4907,68",1
"7800,92",1
"3111,02",1
"3634,55",1
"8052,05",1
"7421,55",1
"7397,40",1
"15865,49",1
"7960,20",1
"6528,10",1
"11084,59",1
"4849,42",1
"17175,94",1
"9443,94",1
"7153,58",1
"5113,87",1
"3451,68",1
"6398,00",1
"4669,62",1
"5581,31",1
"5505,59",1
"7922,19",1
"13285,25",1
"6581,14",1
"6725,76",1
"1872,21",1
"8686,29",1
"4411,04",1
"10937,68",1
"4794,67",1
"7888,41",1
"5188,96",1
"4211,54",1
"7928,22",1
"7718,55",1
"19671,20",1
"6939,99",1
"8217,60",1
"15595,96",1
"5418,72",1
"7984,99",1
"10010,92",1
"3510,29",1
"13277,41",1
"5445,47",1
"11946,21",1
"4195,89",1
"5870,42",1
"3056,73",1
"4167,65",1
"4352,13",1
"3010,60",1
"5939,31",1
"3907,28",1
"4727,12",1
"10949,48",1
"4931,37",1
"5460,31",1
"10980,51",1
"9763,39",1
"43477,26",1
"4830,83",1
"7906,44",1
"7470,04",1
"18232,38",1
"4430,34",1
"66184,55",1
"4316,76",1
"7712,81",1
"11078,01",1
"15980,63",1
"6305,27",1
"9915,36",1
"9094,57",1
"76704,64",1
"10189,20",1
"10496,15",1
"6938,74",1
"2844,24",1
"4672,59",1
"5115,15",1
"10145,52",1
"7404,54",1
"14115,50",1
"7256,48",1
"5978,44",1
"17876,69",1
"8953,71",1
"5697,22",1
"33919,23",1
"7293,11",1
"13020,43",1
"7954,25",1
"5129,16",1
"7856,29",1
"6334,22",1
"8528,32",1
"11515,73",1
"15478,07",1
"3322,40",1
"4586,63",1
"5220,57",1
"11457,79",1
"3778,70",1
"3614,56",1
"15249,13",1
"6761,69",1
"15057,39",1
"9236,33",1
"18660,27",1
"5832,28",1
"9354,00",1
"23802,34",1
"4282,48",1
"11945,96",1
"8515,93",1
"5452,89",1
"5027,92",1
"7272,87",1
"14007,95",1
"4049,88",1
"5215,54",1
"7411,04",1
"4432,04",1
"4337,61",1
"8184,76",1
"3054,36",1
"4593,20",1
"9640,14",1
"4668,66",1
"4197,85",1
"6814,63",1
"9189,77",1
"10580,69",1
"8055,70",1
"4175,61",1
"9025,78",1
"3292,96",1
"8336,88",1
"6384,13",1
"11508,76",1
"7935,04",1
"13563,36",1
"3149,65",1
"5219,19",1
"9487,76",1
"5546,76",1
"4862,63",1
"4631,65",1
"3841,77",1
"6978,66",1
"5452,30",1
"10932,25",1
"6550,80",1
"5685,94",1
"5915,44",1
"4400,78",1
"3739,51",1
"5127,79",1
"6961,84",1
"10391,95",1
"3883,04",1
"9543,27",1
"10606,44",1
"9535,12",1
"13050,82",1
"9709,14",1
"4738,99",1
"6145,46",1
"39720,17",1
"7829,07",1
"4741,70",1
"3524,75",1
"4232,51",1
"7986,14",1
"2794,34",1
"15728,59",1
"3777,79",1
"3898,86",1
"4626,54",1
"3499,31",1
"6944,73",1
"4008,47",1
"6787,55",1
"15077,75",1
"6191,68",1
"4414,93",1
"4347,24",1
"11545,53",1
"12856,66",1
"3867,19",1
"4525,27",1
"6864,19",1
"15865,42",1
"50941,84",1
"5281,36",1
"8483,33",1
"16914,39",1
"3728,69",1
"11471,60",1
"5820,76",1
"4254,29",1
"16344,87",1
"7956,08",1
"3721,03",1
"17360,88",1
"9685,15",1
"10524,32",1
"8902,22",1
"14115,82",1
"8372,42",1
"15389,51",1
"3509,49",1
"16838,14",1
"8251,80",1
"7506,76",1
"2187,44",1
"8245,29",1
"8528,71",1
"1665,22",1
"4719,91",1
"4774,26",1
"14586,86",1
"3887,25",1
"6197,60",1
"3337,28",1
"2634,96",1
"5386,09",1
"5536,76",1
"3949,40",1
"9261,24",1
"4932,71",1
"4563,43",1
"9294,08",1
"11888,87",1
"5106,32",1
"22376,41",1
"16056,55",1
"8589,77",1
"3613,24",1
"5745,42",1
"4994,25",1
"5735,92",1
"4996,24",1
"6514,88",1
"10594,21",1
"15760,91",1
"4587,60",1
"6142,17",1
"6993,78",1
"7584,71",1
"9263,79",1
"7433,39",1
"11698,14",1
"5523,40",1
"5360,37",1
"11020,62",1
"15625,65",1
"4671,83",1
"17565,73",1
"18002,04",1
"20132,12",1
"4241,29",1
"9688,90",1
"3927,56",1
"3837,09",1
"3638,05",1
"8264,40",1
"10249,98",1
"6824,75",1
"3661,30",1
"6791,35",1
"11079,80",1
"4005,79",1
"4112,88",1
"4278,65",1
"10991,92",1
"4409,15",1
"5319,48",1
"10166,64",1
"10575,54",1
"13348,77",1
"4256,51",1
"3677,99",1
"8543,98",1
"5714,85",1
"10090,08",1
"8751,19",1
"3946,17",1
"6303,32",1
"7949,76",1
"10252,32",1
"6850,43",1
"9065,79",1
"6363,25",1
"17052,85",1
"9395,29",1
"4398,42",1
"4923,28",1
"10199,37",1
"4283,82",1
"4808,66",1
"5829,25",1
"5297,68",1
"4607,58",1
"9130,91",1
"38551,76",1
"3510,42",1
"4633,37",1
"4911,02",1
"4381,87",1
"11927,82",1
"10702,52",1
"4969,64",1
"8160,09",1
"5856,45",1
"6552,26",1
"5670,12",1
"10958,00",1
"4718,07",1
"3554,24",1
"14484,99",1
"6450,14",1
"5132,50",1
"5109,87",1
"12834,56",1
"12884,92",1
"13115,53",1
"3734,96",1
"4889,88",1
"13300,88",1
"5136,97",1
"7651,60",1
"8519,15",1
"5400,62",1
"3690,19",1
"4941,08",1
"4724,15",1
"5110,61",1
"5016,93",1
"12603,53",1
"13268,23",1
"4377,75",1
"19760,95",1
"5981,78",1
"9775,41",1
"8288,21",1
"11109,64",1
"14975,86",1
"4967,20",1
"8461,67",1
"26751,27",1
"19251,66",1
"3549,39",1
"7961,83",1
"6474,23",1
"11750,74",1
"5578,92",1
"10805,21",1
"4963,17",1
"10488,99",1
"16609,20",1
"7128,99",1
"10718,57",1
"8496,92",1
"4644,36",1
"7058,03",1
"30424,21",1
"10509,96",1
"7545,54",1
"8275,51",1
"5809,00",1
"7546,98",1
"13936,72",1
"8339,05",1
"2791,00",1
"2484,82",1
"4323,28",1
"9706,28",1
"24195,40",1
"7691,72",1
"18327,20",1
"10606,37",1
"6748,88",1
"8796,64",1
"7457,37",1
"16487,20",1
"8717,32",1
"13236,11",1
"4794,35",1
"5155,59",1
"4634,48",1
"4261,02",1
"6714,44",1
"40346,65",1
"4625,33",1
"6991,92",1
"5533,32",1
"10534,24",1
"10260,98",1
"4005,57",1
"10012,54",1
"3882,30",1
"5015,63",1
"5060,46",1
"4664,07",1
"4355,79",1
"6155,22",1
"14822,94",1
"23187,09",1
"4689,60",1
"21436,53",1
"13614,53",1
"5019,88",1
"4660,07",1
"18556,06",1
"6984,91",1
"6124,74",1
"7029,90",1
"3477,37",1
"5909,88",1
"17611,78",1
"4687,61",1
"49761,12",1
"17133,29",1
"14661,62",1
"4381,44",1
"14302,43",1
"5239,00",1
"16180,47",1
"4797,53",1
"2955,81",1
"10238,09",1
"10175,81",1
"9588,57",1
"11020,09",1
"10837,27",1
"9203,44",1
"18350,32",1
"4144,36",1
"3072,74",1
"6394,63",1
"6246,00",1
"6695,92",1
"10559,97",1
"3626,16",1
"10111,39",1
"3122,95",1
"3999,32",1
"4878,61",1
"22557,29",1
"5106,23",1
"11859,25",1
"3082,11",1
"7560,08",1
"11669,79",1
"7547,66",1
"4724,30",1
"4691,72",1
"9850,26",1
"6307,08",1
"11091,44",1
"46868,57",1
"8633,68",1
"10162,83",1
"9819,26",1
"11091,84",1
"3238,50",1
"16043,57",1
"3218,66",1
"7782,72",1
"4718,82",1
"14482,59",1
"3892,15",1
"4894,80",1
"13078,65",1
"8232,65",1
"4553,12",1
"2896,11",1
"16753,23",1
"3956,80",1
"8222,37",1
"12165,38",1
"14277,80",1
"8702,46",1
"3546,81",1
"5085,12",1
"9893,18",1
"7255,73",1
"16140,61",1
"15297,16",1
"3633,45",1
"14922,54",1
"7941,92",1
"10501,54",1
"14846,17",1
"5931,04",1
"3773,27",1
"5214,77",1
"9083,55",1
"14515,09",1
"194306,97",1
"10657,44",1
"4777,82",1
"8999,10",1
"9714,70",1
"4702,28",1
"10919,74",1
"4120,49",1
"7998,07",1
"4275,20",1
"8316,87",1
"4145,92",1
"16540,12",1
"6162,61",1
"18103,05",1
"10056,68",1
"16579,07",1
"9190,76",1
"4470,89",1
"8739,24",1
"6791,22",1
"12730,15",1
"15394,62",1
"5725,07",1
"7678,53",1
"10608,95",1
"5544,82",1
"18330,67",1
"14725,72",1
"7828,68",1
"6325,54",1
"7356,05",1
"4648,31",1
"4256,27",1
"85649,92",1
"4138,41",1
"6044,83",1
"4572,10",1
"20576,75",1
"17075,35",1
"4712,35",1
"11065,55",1
"10223,31",1
"4492,10",1
"15330,31",1
"15037,01",1
"15987,95",1
"4426,88",1
"13725,86",1
"15127,75",1
"10338,10",1
"10087,90",1
"10712,05",1
"7555,03",1
"6691,95",1
"15456,13",1
"7776,33",1
"4771,12",1
"16951,80",1
"15737,30",1
"2131,00",1
"9053,01",1
"5566,62",1
"7763,31",1
"10973,70",1
"6694,67",1
"5599,94",1
"5302,16",1
"10278,48",1
"3121,44",1
"32170,05",1
"16556,89",1
"7018,73",1
"20826,05",1
"4381,18",1
"10993,54",1
"6433,51",1
"10189,43",1
"4568,96",1
"3666,09",1
"5128,70",1
"6808,53",1
"7999,06",1
"4277,43",1
"11489,10",1
"8364,36",1
"3051,70",1
"4341,48",1
"4030,21",1
"5327,25",1
"8189,56",1
"9545,48",1
"9775,95",1
"4496,40",1
"15456,33",1
"7247,27",1
"4541,80",1
"6604,40",1
"6080,30",1
"8694,89",1
"4645,24",1
"19734,39",1
"20526,78",1
"5497,33",1
"14695,23",1
"10312,86",1
"5829,62",1
"10765,99",1
"7449,45",1
"6585,88",1
"6634,35",1
"10590,08",1
"10089,93",1
"5112,82",1
"13932,97",1
"23373,21",1
"4163,79",1
"9385,45",1
"7667,30",1
"14854,33",1
"10684,72",1
"15122,99",1
"15296,14",1
"7727,51",1
"14157,22",1
"6321,23",1
"4612,40",1
"7025,80",1
"5914,85",1
"10964,91",1
"14629,84",1
"15140,50",1
"5464,21",1
"3098,21",1
"16973,17",1
"9722,86",1
"6534,90",1
"15289,04",1
"8354,99",1
"16915,02",1
"4389,35",1
"10942,07",1
"3546,31",1
"5428,08",1
"4484,49",1
"4527,24",1
"8124,71",1
"4126,93",1
"3958,50",1
"11855,03",1
"6701,14",1
"10593,34",1
"8305,87",1
"11039,64",1
"27170,45",1
"8711,27",1
"16051,35",1
"5201,60",1
"28116,81",1
"13777,99",1
"5198,55",1
"15966,15",1
"16138,29",1
"9987,27",1
"9077,39",1
"4618,37",1
"14860,40",1
"2788,73",1
"13925,66",1
"5062,31",1
"3308,98",1
"13866,18",1
"6691,90",1
"8008,06",1
"3770,06",1
"15748,49",1
"17530,15",1
"10918,43",1
"5289,57",1
"18255,15",1
"7935,62",1
"3762,74",1
"9226,94",1
"12782,82",1
"8131,44",1
"6538,27",1
"6966,42",1
"5296,52",1
"3564,76",1
"6468,70",1
"6242,98",1
"10215,04",1
"16904,16",1
"19145,36",1
"4495,71",1
"5378,53",1
"6212,54",1
"4179,29",1
"17834,80",1
"4514,03",1
"13332,40",1
"8414,88",1
"4918,54",1
"9954,98",1
"4705,58",1
"5209,42",1
"11061,91",1
"10162,79",1
"8405,76",1
"4082,11",1
"5576,02",1
"12012,88",1
"7210,90",1
"5991,19",1
"6066,94",1
"14199,56",1
"11098,37",1
"7667,33",1
"20678,23",1
"17224,13",1
"4058,38",1
"18190,36",1
"122,00",1
"3644,44",1
"15761,81",1
"6402,78",1
"2568,93",1
"4914,95",1
"10276,59",1
"4854,55",1
"7120,27",1
"7298,39",1
"6882,13",1
"5068,21",1
"5778,81",1
"18756,64",1
"17035,28",1
"16377,40",1
"8072,14",1
"5832,09",1
"4632,73",1
"5901,35",1
"9188,54",1
"3182,49",1
"9109,57",1
"9992,99",1
"4465,13",1
"3588,87",1
"4698,72",1
"4615,00",1
"17843,18",1
"11002,56",1
"4113,80",1
"4023,05",1
"7880,53",1
"10154,71",1
"3665,09",1
"7414,24",1
"4391,09",1
"5009,77",1
"10619,02",1
"11427,99",1
"8225,82",1
"4126,78",1
"4491,89",1
"8888,02",1
"3321,93",1
"11724,66",1
"7748,79",1
"2705,68",1
"6069,00",1
"7580,72",1
"4265,08",1
"10621,15",1
"5913,04",1
"3971,55",1
"9503,21",1
"6425,05",1
"5380,30",1
"6051,64",1
"10635,99",1
"12390,57",1
"3597,58",1
"3443,03",1
"3856,34",1
"7225,90",1
"10262,16",1
"22442,25",1
"13359,72",1
"17535,99",1
"5516,35",1
"11410,74",1
"12978,11",1
"7484,12",1
"7838,52",1
"16872,11",1
"17551,52",1
"11032,34",1
"9916,50",1
"2795,97",1
"6642,30",1
"15026,14",1
"35415,65",1
"4805,98",1
"16872,38",1
"6816,30",1
"10114,34",1
"23425,07",1
"859,04",1
"15456,74",1
"10983,34",1
"6728,44",1
"17322,91",1
"15040,56",1
"4917,33",1
"16128,21",1
"28888,88",1
"19347,02",1
"16795,52",1
"4224,29",1
"4775,55",1
"155996,11",1
"3402,16",1
"5220,54",1
"2507,24",1
"-706,93",1
"13727,47",1
"13793,42",1
"7433,12",1
"7640,51",1
"5885,76",1
"6940,65",1
"4831,34",1
"284599,19",1
"5793,45",1
"6172,77",1
"4583,94",1
"4343,44",1
"15553,82",1
"15166,48",1
"13338,76",1
"4311,88",1
"6930,30",1
"5788,50",1
"3514,78",1
"15002,67",1
"10033,93",1
"5707,88",1
"5760,74",1
"7212,52",1
"3563,30",1
"3343,48",1
"9083,70",1
"7253,06",1
"6440,18",1
"10909,79",1
"6169,61",1
"7574,02",1
"4019,95",1
"18055,03",1
"15089,15",1
"5809,01",1
"10708,81",1
"18168,48",1
"9889,33",1
"13741,30",1
"18898,46",1
"10697,24",1
"19761,59",1
"6403,63",1
"7615,55",1
"80339,96",1
"10952,14",1
"125048,11",1
"12804,13",1
"6367,13",1
"5153,86",1
"13508,17",1
"5696,00",1
"19895,54",1
"18933,12",1
"11687,01",1
"4032,43",1
"11932,66",1
"19398,11",1
"7927,43",1
"4239,72",1
"11512,57",1
"11957,48",1
"20242,50",1
"4941,40",1
"29053,65",1
"21939,72",1
"9758,55",1
"4796,60",1
"6817,25",1
"9715,32",1
"2400,51",1
"7587,41",1
"5881,44",1
"8664,64",1
"10534,27",1
"5657,80",1
"3540,51",1
"8608,76",1
"7931,55",1
"7273,56",1
"14036,77",1
"15032,13",1
"3268,69",1
"8888,38",1
"8208,58",1
"5218,65",1
"8302,50",1
"16186,38",1
"6667,74",1
"7077,59",1
"4902,00",1
"19006,87",1
"6190,85",1
"6607,38",1
"9872,18",1
"5608,86",1
"10371,35",1
"13286,99",1
"16458,17",1
"2367,42",1
"10494,45",1
"2776,81",1
"6628,43",1
"7398,78",1
"3657,10",1
"8056,57",1
"7970,02",1
"2935,28",1
"15007,94",1
"13317,57",1
"7621,52",1
"10587,91",1
"5543,24",1
"33911,76",1
"7931,01",1
"17283,97",1
"9710,83",1
"6313,19",1
"16673,94",1
"4777,41",1
"6034,57",1
"11075,75",1
"3514,81",1
"9706,51",1
"3826,09",1
"18182,84",1
"8677,32",1
"9263,40",1
"5216,81",1
"5158,84",1
"5475,63",1
"8660,66",1
"4140,41",1
"2756,18",1
"15567,31",1
"17343,47",1
"9718,76",1
"10071,83",1
"5379,19",1
"5980,96",1
"4818,06",1
"5087,52",1
"8169,59",1
"8448,54",1
"4331,71",1
"5358,40",1
"13970,12",1
"8147,53",1
"4228,71",1
"17068,25",1
"6882,76",1
"9707,50",1
"11420,09",1
"4887,70",1
"3252,10",1
"7932,67",1
"4992,80",1
"4078,13",1
"6628,18",1
"14470,90",1
"10547,60",1
"2715,02",1
"12898,18",1
"5042,61",1
"4961,71",1
"14495,17",1
"8083,65",1
"17227,56",1
"7653,13",1
"7970,79",1
"13806,82",1
"7031,67",1
"12794,07",1
"7868,34",1
"18629,04",1
"5370,29",1
"10667,51",1
"8658,92",1
"7362,50",1
"17575,66",1
"15408,61",1
"11145,72",1
"16078,27",1
"9861,19",1
"4694,46",1
"4511,34",1
"13717,36",1
"4438,88",1
"1436,08",1
"8255,94",1
"8424,42",1
"6701,92",1
"3798,85",1
"8994,50",1
"6555,31",1
"19804,45",1
"9907,25",1
"15802,47",1
"5486,63",1
"6491,35",1
"3384,03",1
"6498,63",1
"9402,97",1
"7700,92",1
"19243,80",1
"15863,38",1
"4591,09",1
"6824,78",1
"6851,47",1
"10716,52",1
"4821,50",1
"4310,30",1
"4741,68",1
"13643,24",1
"15107,34",1
"20572,05",1
"3270,42",1
"5852,17",1
"4124,37",1
"10965,56",1
"8093,84",1
"9087,18",1
"11003,77",1
"23857,55",1
"4641,96",1
"12884,93",1
"2880,82",1
"4833,38",1
"1396,57",1
"13685,38",1
"3824,63",1
"10594,05",1
"63674,18",1
"4099,84",1
"3915,43",1
"16249,58",1
"13772,85",1
"5004,08",1
"5670,47",1
"18442,11",1
"7940,54",1
"14304,48",1
"7551,54",1
"2947,15",1
"5335,99",1
"3925,62",1
"5524,08",1
"8851,38",1
"7223,89",1
"1151,34",1
"9700,28",1
"4420,98",1
"8528,18",1
"32785,50",1
"7096,13",1
"10207,69",1
"6970,54",1
"9763,02",1
"7546,64",1
"3220,10",1
"15969,76",1
"30173,53",1
"7654,88",1
"3068,58",1
"15473,44",1
"10956,75",1
"5866,04",1
"4073,28",1
"13378,96",1
"8767,10",1
"10089,06",1
"5703,71",1
"4558,93",1
"2873,08",1
"20284,57",1
"16247,18",1
"4342,13",1
"6264,07",1
"2953,50",1
"8799,25",1
"17747,27",1
"5160,13",1
"6757,05",1
"7941,02",1
"3765,18",1
"6349,51",1
"3769,15",1
"4333,98",1
"5725,51",1
"3054,52",1
"18894,27",1
"7039,31",1
"16082,86",1
"13033,12",1
"1947,64",1
"6233,17",1
"11408,77",1
"25855,12",1
"4536,63",1
"18114,53",1
"4952,84",1
"6666,99",1
"16854,15",1
"12442,24",1
"23971,42",1
"5072,10",1
"21729,14",1
"10801,62",1
"5873,01",1
"7812,81",1
"10245,37",1
"8979,72",1
"4368,82",1
"2857,31",1
"40441,30",1
"13442,56",1
"3787,05",1
"19813,07",1
"57026,64",1
"12844,27",1
"21659,61",1
"10709,12",1
"10496,89",1
"16070,43",1
"24409,35",1
"11094,73",1
"9870,54",1
"7375,09",1
"19328,01",1
"3918,15",1
"8931,23",1
"6975,71",1
"7962,61",1
"2810,69",1
"21163,60",1
"8964,77",1
"4858,74",1
"15856,51",1
"23296,35",1
"11132,94",1
"4588,06",1
"13425,84",1
"7694,92",1
"3106,91",1
"7204,57",1
"924,24",1
"19534,56",1
"4009,71",1
"10498,73",1
"3214,71",1
"12937,96",1
"10330,33",1
"6850,45",1
"9774,06",1
"4511,66",1
"6635,57",1
"9577,96",1
"4452,33",1
"8312,22",1
"3771,24",1
"2899,39",1
"36262,36",1
"14007,77",1
"4926,65",1
"13328,30",1
"7183,90",1
"15125,85",1
"4647,65",1
"11277,97",1
"9368,06",1
"8360,56",1
"8193,28",1
"7792,26",1
"3762,72",1
"10245,14",1
"11016,44",1
"12688,54",1
"6683,25",1
"5332,46",1
"4346,51",1
"5877,78",1
"8418,44",1
"15560,59",1
"7063,69",1
"7546,31",1
"4875,44",1
"10008,47",1
"5125,86",1
"10774,47",1
"17291,34",1
"7926,17",1
"5025,60",1
"3649,62",1
"6666,55",1
"8337,77",1
"10561,56",1
"4688,55",1
"5192,83",1
"10434,69",1
"6118,38",1
"9031,82",1
"4238,23",1
"11813,48",1
"11448,66",1
"6606,32",1
"10002,07",1
"6206,34",1
"9722,47",1
"14259,02",1
"5455,48",1
"8391,21",1
"4375,42",1
"4265,93",1
"5583,65",1
"11019,68",1
"4169,56",1
"7637,25",1
"6021,44",1
"16204,78",1
"10160,91",1
"5495,12",1
"12322,12",1
"13240,91",1
"16665,19",1
"13175,56",1
"8182,90",1
"6046,13",1
"8263,32",1
"6348,40",1
"5175,08",1
"8351,97",1
"8156,39",1
"8283,21",1
"4440,54",1
"3918,55",1
"5992,55",1
"4108,17",1
"26270,83",1
"3053,96",1
"10912,33",1
"30761,14",1
"11892,20",1
"5291,76",1
"13561,00",1
"12533,43",1
"15789,90",1
"19284,08",1
"8942,14",1
"3544,53",1
"2334,17",1
"6353,61",1
"17538,16",1
"6304,39",1
"5058,59",1
"23334,73",1
"6573,52",1
"4019,28",1
"5342,28",1
"4814,30",1
"6940,98",1
"15423,79",1
"9875,63",1
"22029,86",1
"5270,19",1
"3112,34",1
"4305,44",1
"4596,08",1
"7719,47",1
"10774,98",1
"7834,64",1
"4300,30",1
"6968,60",1
"7943,07",1
"4827,47",1
"7956,25",1
"3962,00",1
"20021,40",1
"5264,15",1
"5100,46",1
"8268,63",1
"3883,17",1
"4546,32",1
"2968,15",1
"10215,13",1
"14965,01",1
"14354,57",1
"5725,70",1
"8105,22",1
"8216,24",1
"3339,47",1
"4233,76",1
"12864,33",1
"11329,80",1
"3364,80",1
"8361,26",1
"4168,71",1
"4702,71",1
"11849,25",1
"9077,00",1
"10350,24",1
"3338,96",1
"4327,64",1
"4932,25",1
"5734,12",1
"6735,61",1
"10266,32",1
"11088,13",1
"11697,13",1
"4611,84",1
"13097,51",1
"3384,42",1
"13707,17",1
"12733,20",1
"5937,84",1
"7792,15",1
"4307,69",1
"6768,57",1
"4783,46",1
